Open Time,Open,High,Low,Close,Volume,Close Time,Quote Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,zero
1663228800000,20204.23000000,20225.00000000,20025.00000000,20149.31000000,15423.71112000,1663232399999,310287089.67390180,304801,7598.79568000,152874053.94210500,0
1663232400000,20149.31000000,20199.75000000,20052.60000000,20132.40000000,11743.18989000,1663235999999,236425290.30588920,233163,5803.33264000,116841118.83125700,0
1663236000000,20133.01000000,20209.97000000,20102.80000000,20155.71000000,10188.51724000,1663239599999,205318949.07628200,226563,5144.33985000,103675179.16530820,0
1663239600000,20154.89000000,20200.00000000,20085.97000000,20148.35000000,10585.32411000,1663243199999,213275619.41423890,205240,5190.65278000,104589846.18875470,0
1663243200000,20149.59000000,20194.12000000,20060.00000000,20126.84000000,13811.11915000,1663246799999,278059902.95799880,270613,6662.06035000,134136490.43208950,0
1663246800000,20125.65000000,20148.86000000,19985.30000000,20119.47000000,16116.25536000,1663250399999,323451393.65699310,335817,7829.39610000,157141987.91102280,0
1663250400000,20119.47000000,20175.40000000,19643.01000000,19703.51000000,25140.24771000,1663253999999,500867759.29244840,480020,12120.34450000,241477981.87836490,0
1663254000000,19706.02000000,19848.00000000,19497.00000000,19737.36000000,26385.38616000,1663257599999,520222078.79921300,473368,12974.54214000,255853049.66066070,0
1663257600000,19737.36000000,19873.79000000,19644.10000000,19864.16000000,15480.29209000,1663261199999,306185526.83225570,283560,8059.69098000,159414793.22465020,0
1663261200000,19864.74000000,19947.56000000,19790.03000000,19829.86000000,12910.01006000,1663264799999,256488520.19681270,233242,6303.65681000,125246113.72084860,0
1663264800000,19829.86000000,19880.00000000,19726.53000000,19762.28000000,10154.52406000,1663268399999,201073721.64801640,205303,4998.96268000,98984993.23564710,0
1663268400000,19762.28000000,19844.00000000,19670.00000000,19782.36000000,12079.08239000,1663271999999,238608528.85739760,210716,6126.15860000,121023303.91150090,0
1663272000000,19780.71000000,19855.42000000,19755.80000000,19850.32000000,7471.16481000,1663275599999,147993939.57749640,127312,3845.39552000,76172691.65082840,0
1663275600000,19849.10000000,19894.99000000,19784.27000000,19828.85000000,5002.39818000,1663279199999,99286732.33589970,106370,2440.59216000,48442934.60737260,0
1663279200000,19829.55000000,19830.68000000,19578.00000000,19729.11000000,12912.26652000,1663282799999,254826130.01062940,221636,6095.53744000,120301073.02863540,0
1663282800000,19729.11000000,19758.95000000,19634.70000000,19701.88000000,10369.91182000,1663286399999,204259786.63796240,183184,5205.40569000,102540163.60472830,0
1663286400000,19701.88000000,19788.74000000,19582.05000000,19786.41000000,14350.93747000,1663289999999,282785457.28840120,287057,7164.40060000,141186635.10391930,0
1663290000000,19787.46000000,19814.99000000,19705.71000000,19729.12000000,8742.02709000,1663293599999,172792060.43949080,162383,4284.13711000,84683204.72596360,0
1663293600000,19730.10000000,19769.19000000,19675.79000000,19749.50000000,9397.24449000,1663297199999,185397530.19683340,182338,4644.53433000,91636457.71148610,0
1663297200000,19749.49000000,19779.99000000,19690.00000000,19744.77000000,7204.24908000,1663300799999,142151372.59712420,136963,3612.69778000,71286000.78646590,0
1663300800000,19744.77000000,19859.99000000,19740.18000000,19824.95000000,9050.94367000,1663304399999,179241735.57795490,149867,4692.95579000,92939654.52063650,0
1663304400000,19824.95000000,19842.10000000,19741.02000000,19752.75000000,7548.91123000,1663307999999,149377475.04301680,131264,3786.50058000,74926923.64529130,0
1663308000000,19752.75000000,19806.89000000,19730.01000000,19764.18000000,7930.23988000,1663311599999,156801941.82745440,148032,4067.70442000,80431899.51481210,0
1663311600000,19764.18000000,19799.27000000,19728.00000000,19739.10000000,8273.94250000,1663315199999,163513278.74803580,150476,4023.00021000,79506479.80719460,0
1663315200000,19739.10000000,19759.27000000,19610.13000000,19684.61000000,13220.76139000,1663318799999,260355191.88000480,241246,6445.75761000,126937583.17491830,0
1663318800000,19684.61000000,19790.99000000,19681.38000000,19757.54000000,9759.85783000,1663322399999,192740326.68213250,172572,4922.48557000,97212619.64752470,0
1663322400000,19757.54000000,19844.41000000,19740.30000000,19795.79000000,9230.40885000,1663325999999,182660141.24713510,168678,4683.80438000,92689321.39937530,0
1663326000000,19795.01000000,19890.00000000,19774.55000000,19867.82000000,10649.03929000,1663329599999,211125205.46057480,187253,5468.96685000,108429826.83304600,0
1663329600000,19868.75000000,19875.61000000,19674.69000000,19689.85000000,12376.22223000,1663333199999,244791153.92553830,207268,5913.45623000,116951928.92558940,0
1663333200000,19689.39000000,19776.62000000,19442.76000000,19526.78000000,18800.84959000,1663336799999,369838260.54676950,373882,9132.89023000,179698782.48363890,0
1663336800000,19527.24000000,19800.00000000,19497.64000000,19661.82000000,22360.21389000,1663340399999,440123787.62081380,445911,11114.77861000,218770259.19225130,0
1663340400000,19661.82000000,19745.03000000,19571.00000000,19661.24000000,16084.95873000,1663343999999,316264661.42208150,289318,7879.74532000,154937287.51390880,0
1663344000000,19661.24000000,19661.89000000,19460.31000000,19535.54000000,15657.50533000,1663347599999,306265525.64859750,291605,7595.16476000,148569924.15949100,0
1663347600000,19535.54000000,19556.44000000,19320.01000000,19441.99000000,22387.46219000,1663351199999,434984523.01295300,367959,10967.95533000,213114945.01890250,0
1663351200000,19441.00000000,19582.26000000,19378.68000000,19557.54000000,17142.48797000,1663354799999,334214753.95392690,274162,8644.66147000,168552406.41671430,0
1663354800000,19557.54000000,19650.00000000,19550.00000000,19618.91000000,14804.30669000,1663358399999,290147450.10385670,241198,7328.29144000,143629921.51340060,0
1663358400000,19617.34000000,19758.05000000,19612.42000000,19756.29000000,9317.04631000,1663361999999,183418593.27019400,145704,4818.75492000,94870476.50512660,0
1663362000000,19756.29000000,19819.22000000,19712.01000000,19746.03000000,4949.08899000,1663365599999,97762630.37871680,107410,2535.60211000,50097991.08793870,0
1663365600000,19746.03000000,19775.58000000,19698.01000000,19728.84000000,7702.25331000,1663369199999,152047314.13648780,139211,3908.71443000,77163020.76387880,0
1663369200000,19729.88000000,19808.20000000,19693.05000000,19803.30000000,6850.11264000,1663372799999,135212543.10579200,119178,3448.24528000,68069221.73875350,0
1663372800000,19803.30000000,20071.09000000,19770.00000000,19948.03000000,12494.33356000,1663376399999,248768485.05746180,243615,6566.71419000,130743442.25563190,0
1663376400000,19949.72000000,20059.00000000,19945.52000000,20000.39000000,9250.70604000,1663379999999,185051964.38136070,170239,4628.11765000,92586928.11845510,0
